"Stratum","MQScore_Count","pi","Total","pi_ln_pi","shannon_index"
"0.00-0.05",1,0.00204081632653061,490,-0.0126416436553157,0.102458104235638
"0.05-0.10",4,0.00816326530612245,490,-0.0392498859590594,0.102458104235638
"0.10-0.15",1,0.00204081632653061,490,-0.0126416436553157,0.102458104235638
"0.15-0.20",0,0,490,0,0.102458104235638
"0.20-0.25",0,0,490,0,0.102458104235638
"0.25-0.30",1,0.00204081632653061,490,-0.0126416436553157,0.102458104235638
"0.30-0.35",0,0,490,0,0.102458104235638
"0.35-0.40",0,0,490,0,0.102458104235638
"0.40-0.45",0,0,490,0,0.102458104235638
"0.45-0.50",0,0,490,0,0.102458104235638
"0.50-0.55",1,0.00204081632653061,490,-0.0126416436553157,0.102458104235638
"0.55-0.60",0,0,490,0,0.102458104235638
"0.60-0.65",0,0,490,0,0.102458104235638
"0.65-0.70",0,0,490,0,0.102458104235638
"0.70-0.75",0,0,490,0,0.102458104235638
"0.75-0.80",1,0.00204081632653061,490,-0.0126416436553157,0.102458104235638
"0.80-0.85",0,0,490,0,0.102458104235638
"0.85-0.90",0,0,490,0,0.102458104235638
"0.90-0.95",0,0,490,0,0.102458104235638
"0.95-1.00",0,0,490,0,0.102458104235638
