"Stratum","Count","pi","Total","pi_ln_pi","shannon_index"
"0.70-0.75",18,0.0275229357798165,654,-0.0988826310154413,1.18778845709779
"0.75-0.80",17,0.0259938837920489,654,-0.0948749206816769,1.18778845709779
"0.80-0.85",86,0.131498470948012,654,-0.26677884517969,1.18778845709779
"0.85-0.90",50,0.0764525993883792,654,-0.196566081500692,1.18778845709779
"0.90-0.95",94,0.143730886850153,654,-0.278810980892349,1.18778845709779
"0.95-1.00",77,0.117737003058104,654,-0.251874997827937,1.18778845709779
