"Stratum","MQScore_Count","pi","Total","pi_ln_pi","shannon_index"
"0.00-0.05",1,0.000984251968503937,1016,-0.00681459510643546,0.0558735041424865
"0.05-0.10",4,0.00393700787401575,1016,-0.0218005286103092,0.0558735041424865
"0.10-0.15",1,0.000984251968503937,1016,-0.00681459510643546,0.0558735041424865
"0.15-0.20",0,0,1016,0,0.0558735041424865
"0.20-0.25",0,0,1016,0,0.0558735041424865
"0.25-0.30",1,0.000984251968503937,1016,-0.00681459510643546,0.0558735041424865
"0.30-0.35",0,0,1016,0,0.0558735041424865
"0.35-0.40",0,0,1016,0,0.0558735041424865
"0.40-0.45",0,0,1016,0,0.0558735041424865
"0.45-0.50",0,0,1016,0,0.0558735041424865
"0.50-0.55",1,0.000984251968503937,1016,-0.00681459510643546,0.0558735041424865
"0.55-0.60",0,0,1016,0,0.0558735041424865
"0.60-0.65",0,0,1016,0,0.0558735041424865
"0.65-0.70",0,0,1016,0,0.0558735041424865
"0.70-0.75",0,0,1016,0,0.0558735041424865
"0.75-0.80",1,0.000984251968503937,1016,-0.00681459510643546,0.0558735041424865
"0.80-0.85",0,0,1016,0,0.0558735041424865
"0.85-0.90",0,0,1016,0,0.0558735041424865
"0.90-0.95",0,0,1016,0,0.0558735041424865
"0.95-1.00",0,0,1016,0,0.0558735041424865
