"Stratum","MQScore_Count","pi","Total","pi_ln_pi","shannon_index"
"0.00-0.05",1,0.00143884892086331,695,-0.00941570049721553,0.0767626318929548
"0.05-0.10",4,0.00575539568345324,695,-0.0296841294068771,0.0767626318929548
"0.10-0.15",1,0.00143884892086331,695,-0.00941570049721553,0.0767626318929548
"0.15-0.20",0,0,695,0,0.0767626318929548
"0.20-0.25",0,0,695,0,0.0767626318929548
"0.25-0.30",1,0.00143884892086331,695,-0.00941570049721553,0.0767626318929548
"0.30-0.35",0,0,695,0,0.0767626318929548
"0.35-0.40",0,0,695,0,0.0767626318929548
"0.40-0.45",0,0,695,0,0.0767626318929548
"0.45-0.50",0,0,695,0,0.0767626318929548
"0.50-0.55",1,0.00143884892086331,695,-0.00941570049721553,0.0767626318929548
"0.55-0.60",0,0,695,0,0.0767626318929548
"0.60-0.65",0,0,695,0,0.0767626318929548
"0.65-0.70",0,0,695,0,0.0767626318929548
"0.70-0.75",0,0,695,0,0.0767626318929548
"0.75-0.80",1,0.00143884892086331,695,-0.00941570049721553,0.0767626318929548
"0.80-0.85",0,0,695,0,0.0767626318929548
"0.85-0.90",0,0,695,0,0.0767626318929548
"0.90-0.95",0,0,695,0,0.0767626318929548
"0.95-1.00",0,0,695,0,0.0767626318929548
