"Stratum","Count","pi","Total","pi_ln_pi","shannon_index"
"0.70-0.75",14,0.0813953488372093,172,-0.204175116632411,1.57880228347699
"0.75-0.80",20,0.116279069767442,172,-0.250204907355751,1.57880228347699
"0.80-0.85",27,0.156976744186047,172,-0.29066718309213,1.57880228347699
"0.85-0.90",19,0.11046511627907,172,-0.243360781716821,1.57880228347699
"0.90-0.95",52,0.302325581395349,172,-0.361657205977124,1.57880228347699
"0.95-1.00",17,0.0988372093023256,172,-0.22873708870275,1.57880228347699
