"Stratum","MQScore_Count","Cosine_Score_Count"
"0.01-0.06",15,9
"0.06-0.11",7,7
"0.11-0.16",3,8
"0.16-0.21",2,16
"0.21-0.26",0,54
"0.26-0.31",2,56
"0.31-0.36",3,NA
"0.36-0.41",0,NA
"0.41-0.46",1,NA
"0.46-0.51",1,NA
"0.51-0.56",2,NA
"0.56-0.61",0,NA
"0.61-0.66",1,NA
"0.66-0.71",1,NA
"0.71-0.76",4,NA
"0.76-0.81",8,NA
"0.81-0.86",1,NA
"0.86-0.91",1,NA
"0.91-0.96",0,NA
"Shannon_Index",2.27483235986591,1.44251411193407
