"id","Cosine_score"
"63841",0.8883
"119840",0.9292
"252",0.8225
"183347",0.7338
"63840",0.9516
"170257",0.9556
"324692",0.9242
"186573",0.9769
"63605",0.9865
"210482",0.7991
"98202",0.8748
"159146",0.9438
"170259",0.7745
"92894",0.8202
"280761",0.8743
"63841",0.9473
"63840",0.8787
"119262",0.8059
"63817",0.8808
"159152",0.9502
"159145",0.9363
"63840",0.967
"227974",0.8197
"277038",0.7713
"63841",0.9549
"63839",0.8783
"92902",0.816
"324694",0.9381
"63841",0.8682
"63605",0.9703
"252",0.8894
"259055",0.768
"92902",0.7562
"119262",0.8808
"254898",0.8712
"63839",0.8731
"63817",0.8827
"63840",0.9262
"314272",0.9242
"159152",0.9765
"63605",0.9255
"63605",0.8776
"111735",0.7035
"63817",0.8974
"63817",0.9602
"63605",0.9603
"170256",0.956
"63839",0.9256
"154853",0.8398
"61666",0.7332
"63605",0.8761
"159259",0.9334
"275099",0.9832
"183875",0.8456
"183875",0.8765
"231510",0.8149
"277038",0.7991
"210482",0.8732
"275104",0.9695
"252",0.8721
"11264",0.7365
"63605",0.8867
"10058",0.9196
"159152",0.9345
"252",0.8133
"63839",0.9603
"159145",0.9482
"277038",0.8249
"98202",0.916
"63605",0.9473
"63839",0.9602
"275099",0.9814
"159146",0.9447
"159259",0.9438
"63817",0.918
"324694",0.966
"63840",0.8801
"63605",0.9516
"163170",0.7549
"240930",0.9149
"275104",0.9635
"63607",0.7332
"63841",0.8617
"63839",0.9471
"186572",0.9769
"45504",0.7679
"159146",0.9482
"63817",0.9703
"282170",0.7263
"45504",0.7917
"92894",0.7063
"92700",0.9647
"98202",0.9613
"63839",0.9142
"254898",0.874
"119840",0.8872
"63839",0.8839
"227974",0.8114
"61666",0.8101
"98202",0.8571
"280761",0.8656
"92902",0.8251
"231510",0.8041
"252",0.8791
"275099",0.9763
"314272",0.9444
"324693",0.938
"154853",0.8504
"63841",0.865
"63817",0.967
"63840",0.9358
"63605",0.8963
"63840",0.8963
"275104",0.9658
"63841",0.9358
"282170",0.8743
"63817",0.9764
"63840",0.9712
"154850",0.8976
"324693",0.9414
"254898",0.8581
"231510",0.8282
"252",0.9187
"63840",0.9471
"63817",0.9466
"164213",0.7781
"92894",0.8113
"227974",0.991
"98202",0.8202
"314272",0.9204
"186572",0.9615
"240930",0.8331
"183875",0.7999
"63841",0.8783
"119262",0.8389
"324692",0.9247
"170263",0.8913
"324694",0.968
"186573",0.9454
"259055",0.795
"119840",0.8975
"63841",0.9466
"63817",0.8933
"63839",0.9538
"159152",0.9412
"160483",0.7661
"275104",0.9789
"159259",0.9363
"119241",0.7155
"254898",0.8637
"92902",0.8539
"63841",0.9256
"280761",0.7831
"170256",0.7705
"61666",0.7296
"252",0.8571
"63840",0.8972
"63839",0.8785
"239716",0.9735
"283196",0.9049
"63840",0.8963
"214140",0.8934
"63817",0.9602
"63835",0.901
"277038",0.8249
"298790",0.9476
"170256",0.956
"239689",0.9755
"310055",0.9266
"63605",0.8963
"261",0.8371
"182288",0.8081
"63835",0.884
"306339",0.9236
"322286",0.9551
"173079",0.9842
"282170",0.8743
"321913",0.9633
"63840",0.967
"301056",0.9183
"63840",0.8801
"261",0.876
"278352",0.8196
"118544",0.9697
"273357",0.8778
"322286",0.9426
"118543",0.9684
"118543",0.9729
"322286",0.9343
"239689",0.965
"275099",0.9814
"118543",0.9653
"170256",0.7705
"186573",0.9769
"199131",0.8458
"223634",0.9911
"63840",0.8787
"63773",0.9048
"314437",0.894
"140408",0.848
"314272",0.9444
"140408",0.715
"164851",0.9568
"182288",0.7775
"140042",0.8968
"189937",0.8772
"63840",0.8972
"118549",0.9473
"63835",0.9204
"63840",0.9358
"324694",0.9381
"63835",0.9538
"322291",0.9469
"111735",0.7035
"81519",0.9536
"273355",0.866
"63817",0.967
"63835",0.9549
"239684",0.9513
"182288",0.8648
"63605",0.9516
"223632",0.9911
"275099",0.9832
"239684",0.9277
"201308",0.9692
"310053",0.8937
"63772",0.9136
"314272",0.9204
"322291",0.9302
"63773",0.9018
"63835",0.9103
"186572",0.9769
"239689",0.9364
"61666",0.7332
"63772",0.9083
"164851",0.9428
"288792",0.9492
"324694",0.966
"155485",0.8889
"321913",0.9388
"160459",0.8079
"254898",0.8712
"173079",0.955
"111651",0.7035
"146634",0.8062
"173079",0.8815
"63840",0.9712
"63817",0.918
"119241",0.7155
"63605",0.9603
"57570",0.7932
"301056",0.9293
"280761",0.8656
"322286",0.9525
"324693",0.938
"63840",0.9516
"265209",0.7237
"296757",0.9476
"249467",0.8158
"63605",0.9255
"63605",0.8776
"231510",0.8041
"301075",0.7348
"63817",0.8808
"155435",0.8665
"322291",0.9249
"63605",0.8761
"223634",0.9873
"214140",0.7544
"140408",0.8667
"321913",0.9302
"231510",0.8149
"87637",0.7847
"254898",0.874
"301075",0.8885
"140408",0.7482
"306339",0.9287
"321913",0.939
"173079",0.9074
"155494",0.9318
"118543",0.965
"239744",0.936
"63773",0.9188
"199131",0.7745
"201308",0.893
"210482",0.7991
"254898",0.8581
"301056",0.7313
"57570",0.854
"288792",0.9174
"306339",0.7689
"63817",0.9764
"321913",0.9768
"301075",0.9183
"61666",0.8101
"288792",0.9412
"321913",0.9501
"239744",0.9588
"314272",0.9242
"231510",0.8282
"231506",0.8445
"321913",0.9403
"63835",0.9865
"118549",0.9616
"81519",0.9693
"283196",0.8974
"324693",0.9414
"155485",0.898
"210482",0.8732
"239716",0.9502
"182288",0.7208
"261",0.8327
"324694",0.968
"63835",0.8869
"63605",0.9473
"63817",0.8974
"249467",0.8316
"231506",0.8142
"155485",0.8817
"63840",0.9471
"254898",0.8637
"322291",0.9343
"280849",0.9147
"223632",0.9844
"63817",0.8933
"273357",0.8971
"186572",0.9615
"63835",0.9712
"280848",0.9034
"322291",0.9509
"282170",0.7263
"63840",0.9262
"63605",0.9865
"275099",0.9763
"310053",0.9403
"63605",0.9703
"239716",0.9818
"186574",0.9454
"61666",0.7296
"314437",0.7713
"277038",0.7713
"118544",0.9547
"277038",0.7991
"280848",0.9253
"63817",0.9466
"223632",0.9632
"239689",0.9696
"278771",0.9198
"322286",0.9133
"63607",0.7332
"288792",0.9373
"63817",0.9703
"239716",0.9829
"164851",0.9488
"322291",0.9665
"265209",0.801
"118544",0.9672
"63817",0.8827
"239744",0.9457
"189937",0.8598
"322291",0.9535
"118549",0.9428
"322291",0.9295
"173079",0.8807
"223634",0.9657
"63605",0.8867
"282753",0.7013
"280761",0.8743
"231506",0.8484
"310055",0.846
"214140",0.8119
"186573",0.9454
"186574",0.9615
"239684",0.9384
"280761",0.7831
"261",0.8894
"214140",0.7157
"239684",0.9494
"63835",0.9764
"288792",0.9242
"118544",0.9617
"280849",0.9363
"324712",0.8966
"63630",0.9488
"306542",0.8387
"270580",0.7939
"270580",0.7169
"324694",0.968
"111735",0.7035
"270569",0.7703
"63835",0.9204
"264",0.8282
"314272",0.9444
"119840",0.8872
"98259",0.9054
"270793",0.9146
"63605",0.8761
"199131",0.7745
"118548",0.9309
"155436",0.8665
"170256",0.956
"63835",0.901
"324694",0.966
"275109",0.9583
"275109",0.9734
"186572",0.9769
"183908",0.8011
"63840",0.9712
"63840",0.9262
"63835",0.9538
"63840",0.967
"239716",0.9735
"63630",0.8022
"63605",0.9516
"98259",0.916
"63835",0.9103
"270580",0.9312
"63835",0.9549
"118548",0.9616
"14826",0.7497
"280761",0.8656
"183908",0.8765
"63840",0.9358
"314272",0.9242
"164213",0.7781
"63840",0.8972
"63835",0.9764
"324692",0.9242
"63605",0.9603
"324692",0.9247
"87638",0.7431
"270569",0.71
"98259",0.8225
"63840",0.8963
"63840",0.9516
"186573",0.9454
"154853",0.8398
"199131",0.8458
"183348",0.8011
"63605",0.9255
"63835",0.8869
"275099",0.9814
"183348",0.7338
"183908",0.7991
"324693",0.9414
"163170",0.7549
"170259",0.7745
"170257",0.9556
"92700",0.9647
"63605",0.9473
"275100",0.9636
"270569",0.7232
"280761",0.7831
"63835",0.884
"63817",0.8974
"63817",0.9602
"275109",0.9588
"270569",0.7049
"239689",0.9696
"239716",0.9502
"154850",0.8976
"183908",0.7889
"63817",0.8933
"264",0.8564
"63605",0.9865
"63817",0.9703
"239689",0.9364
"240930",0.8331
"240930",0.9149
"157301",0.8328
"183908",0.7944
"119840",0.8975
"61666",0.8101
"239689",0.965
"280849",0.9363
"264",0.8854
"275109",0.9589
"248635",0.8226
"248635",0.941
"280761",0.8743
"63840",0.9471
"275099",0.9763
"98259",0.8226
"324712",0.903
"324693",0.938
"146968",0.7061
"63605",0.8963
"63605",0.9703
"119241",0.7155
"63840",0.8787
"61666",0.7296
"275100",0.9694
"239716",0.9829
"63605",0.8867
"63605",0.8776
"246157",0.9654
"118548",0.9568
"270580",0.805
"63817",0.8827
"264",0.8537
"186572",0.9615
"63840",0.8801
"63817",0.9466
"63607",0.7332
"63817",0.967
"63835",0.9865
"270580",0.7379
"280849",0.9147
"186573",0.9769
"270569",0.8653
"63835",0.9712
"306542",0.9112
"324694",0.9381
"314272",0.9204
"61666",0.7332
"154853",0.8504
"63817",0.8808
"170256",0.7705
"239689",0.9755
"239716",0.9818
"275099",0.9832
