"Stratum","MQScore_Count","pi","Total","pi_ln_pi","shannon_index"
"0.00-0.05",1,0.00505050505050505,198,-0.0267084193469421,0.212369827433188
"0.05-0.10",4,0.0202020202020202,198,-0.0788277306984777,0.212369827433188
"0.10-0.15",1,0.00505050505050505,198,-0.0267084193469421,0.212369827433188
"0.15-0.20",0,0,198,0,0.212369827433188
"0.20-0.25",0,0,198,0,0.212369827433188
"0.25-0.30",1,0.00505050505050505,198,-0.0267084193469421,0.212369827433188
"0.30-0.35",0,0,198,0,0.212369827433188
"0.35-0.40",0,0,198,0,0.212369827433188
"0.40-0.45",0,0,198,0,0.212369827433188
"0.45-0.50",0,0,198,0,0.212369827433188
"0.50-0.55",1,0.00505050505050505,198,-0.0267084193469421,0.212369827433188
"0.55-0.60",0,0,198,0,0.212369827433188
"0.60-0.65",0,0,198,0,0.212369827433188
"0.65-0.70",0,0,198,0,0.212369827433188
"0.70-0.75",0,0,198,0,0.212369827433188
"0.75-0.80",1,0.00505050505050505,198,-0.0267084193469421,0.212369827433188
"0.80-0.85",0,0,198,0,0.212369827433188
"0.85-0.90",0,0,198,0,0.212369827433188
"0.90-0.95",0,0,198,0,0.212369827433188
"0.95-1.00",0,0,198,0,0.212369827433188
