"Stratum","Count","pi","Total","pi_ln_pi","shannon_index"
"0.70-0.75",30,0.6,50,-0.306495374259594,1.7575813191543
"0.75-0.80",24,0.48,50,-0.352305204038496,1.7575813191543
"0.80-0.85",21,0.42,50,-0.364350238435984,1.7575813191543
"0.85-0.90",7,0.14,50,-0.275255799892197,1.7575813191543
"0.90-0.95",45,0.9,50,-0.0948244640920437,1.7575813191543
"0.95-1.00",21,0.42,50,-0.364350238435984,1.7575813191543
