"Stratum","MQScore_Count","pi","Total","pi_ln_pi","shannon_index"
"0.00-0.05",1,0.00174825174825175,572,-0.0110998933415731,0.0902046739124801
"0.05-0.10",4,0.00699300699300699,572,-0.0347052072046147,0.0902046739124801
"0.10-0.15",1,0.00174825174825175,572,-0.0110998933415731,0.0902046739124801
"0.15-0.20",0,0,572,0,0.0902046739124801
"0.20-0.25",0,0,572,0,0.0902046739124801
"0.25-0.30",1,0.00174825174825175,572,-0.0110998933415731,0.0902046739124801
"0.30-0.35",0,0,572,0,0.0902046739124801
"0.35-0.40",0,0,572,0,0.0902046739124801
"0.40-0.45",0,0,572,0,0.0902046739124801
"0.45-0.50",0,0,572,0,0.0902046739124801
"0.50-0.55",1,0.00174825174825175,572,-0.0110998933415731,0.0902046739124801
"0.55-0.60",0,0,572,0,0.0902046739124801
"0.60-0.65",0,0,572,0,0.0902046739124801
"0.65-0.70",0,0,572,0,0.0902046739124801
"0.70-0.75",0,0,572,0,0.0902046739124801
"0.75-0.80",1,0.00174825174825175,572,-0.0110998933415731,0.0902046739124801
"0.80-0.85",0,0,572,0,0.0902046739124801
"0.85-0.90",0,0,572,0,0.0902046739124801
"0.90-0.95",0,0,572,0,0.0902046739124801
"0.95-1.00",0,0,572,0,0.0902046739124801
