"Stratum","MQScore_Count","pi","Total","pi_ln_pi","shannon_index"
"0.00-0.05",1,0.003003003003003,333,-0.0174418693392806,0.140324639535569
"0.05-0.10",4,0.012012012012012,333,-0.0531152928391658,0.140324639535569
"0.10-0.15",1,0.003003003003003,333,-0.0174418693392806,0.140324639535569
"0.15-0.20",0,0,333,0,0.140324639535569
"0.20-0.25",0,0,333,0,0.140324639535569
"0.25-0.30",1,0.003003003003003,333,-0.0174418693392806,0.140324639535569
"0.30-0.35",0,0,333,0,0.140324639535569
"0.35-0.40",0,0,333,0,0.140324639535569
"0.40-0.45",0,0,333,0,0.140324639535569
"0.45-0.50",0,0,333,0,0.140324639535569
"0.50-0.55",1,0.003003003003003,333,-0.0174418693392806,0.140324639535569
"0.55-0.60",0,0,333,0,0.140324639535569
"0.60-0.65",0,0,333,0,0.140324639535569
"0.65-0.70",0,0,333,0,0.140324639535569
"0.70-0.75",0,0,333,0,0.140324639535569
"0.75-0.80",1,0.003003003003003,333,-0.0174418693392806,0.140324639535569
"0.80-0.85",0,0,333,0,0.140324639535569
"0.85-0.90",0,0,333,0,0.140324639535569
"0.90-0.95",0,0,333,0,0.140324639535569
"0.95-1.00",0,0,333,0,0.140324639535569
