"Stratum","Count","pi","Total","pi_ln_pi","shannon_index"
"0.70-0.75",38,0.0984455958549223,386,-0.228221621684096,1.93876231054234
"0.75-0.80",71,0.183937823834197,386,-0.311435704564947,1.93876231054234
"0.80-0.85",85,0.22020725388601,386,-0.333214558556564,1.93876231054234
"0.85-0.90",93,0.240932642487047,386,-0.3429044624274,1.93876231054234
"0.90-0.95",165,0.427461139896373,386,-0.363295758466584,1.93876231054234
"0.95-1.00",173,0.448186528497409,386,-0.359690204842746,1.93876231054234
