"Stratum","MQScore_Count","pi","Total","pi_ln_pi","shannon_index"
"0.00-0.05",1,0.00384615384615385,260,-0.0213872370423674,0.171157527825616
"0.05-0.10",4,0.0153846153846154,260,-0.064221342613779,0.171157527825616
"0.10-0.15",1,0.00384615384615385,260,-0.0213872370423674,0.171157527825616
"0.15-0.20",0,0,260,0,0.171157527825616
"0.20-0.25",0,0,260,0,0.171157527825616
"0.25-0.30",1,0.00384615384615385,260,-0.0213872370423674,0.171157527825616
"0.30-0.35",0,0,260,0,0.171157527825616
"0.35-0.40",0,0,260,0,0.171157527825616
"0.40-0.45",0,0,260,0,0.171157527825616
"0.45-0.50",0,0,260,0,0.171157527825616
"0.50-0.55",1,0.00384615384615385,260,-0.0213872370423674,0.171157527825616
"0.55-0.60",0,0,260,0,0.171157527825616
"0.60-0.65",0,0,260,0,0.171157527825616
"0.65-0.70",0,0,260,0,0.171157527825616
"0.70-0.75",0,0,260,0,0.171157527825616
"0.75-0.80",1,0.00384615384615385,260,-0.0213872370423674,0.171157527825616
"0.80-0.85",0,0,260,0,0.171157527825616
"0.85-0.90",0,0,260,0,0.171157527825616
"0.90-0.95",0,0,260,0,0.171157527825616
"0.95-1.00",0,0,260,0,0.171157527825616
