"Stratum","MQScore_Count","pi","Total","pi_ln_pi","shannon_index"
"0.00-0.05",1,0.00259067357512953,386,-0.0154296304908415,0.124500929742756
"0.05-0.10",4,0.0103626943005181,386,-0.0473527772885486,0.124500929742756
"0.10-0.15",1,0.00259067357512953,386,-0.0154296304908415,0.124500929742756
"0.15-0.20",0,0,386,0,0.124500929742756
"0.20-0.25",0,0,386,0,0.124500929742756
"0.25-0.30",1,0.00259067357512953,386,-0.0154296304908415,0.124500929742756
"0.30-0.35",0,0,386,0,0.124500929742756
"0.35-0.40",0,0,386,0,0.124500929742756
"0.40-0.45",0,0,386,0,0.124500929742756
"0.45-0.50",0,0,386,0,0.124500929742756
"0.50-0.55",1,0.00259067357512953,386,-0.0154296304908415,0.124500929742756
"0.55-0.60",0,0,386,0,0.124500929742756
"0.60-0.65",0,0,386,0,0.124500929742756
"0.65-0.70",0,0,386,0,0.124500929742756
"0.70-0.75",0,0,386,0,0.124500929742756
"0.75-0.80",1,0.00259067357512953,386,-0.0154296304908415,0.124500929742756
"0.80-0.85",0,0,386,0,0.124500929742756
"0.85-0.90",0,0,386,0,0.124500929742756
"0.90-0.95",0,0,386,0,0.124500929742756
"0.95-1.00",0,0,386,0,0.124500929742756
