"Stratum","MQScore_Count","pi","Total","pi_ln_pi","shannon_index"
"0.00-0.05",1,0.00352112676056338,284,-0.0198907543597226,0.159491516545674
"0.05-0.10",4,0.0140845070422535,284,-0.0600377447470608,0.159491516545674
"0.10-0.15",1,0.00352112676056338,284,-0.0198907543597226,0.159491516545674
"0.15-0.20",0,0,284,0,0.159491516545674
"0.20-0.25",0,0,284,0,0.159491516545674
"0.25-0.30",1,0.00352112676056338,284,-0.0198907543597226,0.159491516545674
"0.30-0.35",0,0,284,0,0.159491516545674
"0.35-0.40",0,0,284,0,0.159491516545674
"0.40-0.45",0,0,284,0,0.159491516545674
"0.45-0.50",0,0,284,0,0.159491516545674
"0.50-0.55",1,0.00352112676056338,284,-0.0198907543597226,0.159491516545674
"0.55-0.60",0,0,284,0,0.159491516545674
"0.60-0.65",0,0,284,0,0.159491516545674
"0.65-0.70",0,0,284,0,0.159491516545674
"0.70-0.75",0,0,284,0,0.159491516545674
"0.75-0.80",1,0.00352112676056338,284,-0.0198907543597226,0.159491516545674
"0.80-0.85",0,0,284,0,0.159491516545674
"0.85-0.90",0,0,284,0,0.159491516545674
"0.90-0.95",0,0,284,0,0.159491516545674
"0.95-1.00",0,0,284,0,0.159491516545674
