"Stratum","MQScore_Count","Cosine_Score_Count"
"0.01-0.06",15,10
"0.06-0.11",9,14
"0.11-0.16",8,23
"0.16-0.21",6,11
"0.21-0.26",3,42
"0.26-0.31",4,29
"0.31-0.36",0,NA
"0.36-0.41",0,NA
"0.41-0.46",0,NA
"0.46-0.51",2,NA
"0.51-0.56",1,NA
"0.56-0.61",0,NA
"0.61-0.66",0,NA
"0.66-0.71",3,NA
"0.71-0.76",4,NA
"0.76-0.81",6,NA
"0.81-0.86",6,NA
"0.86-0.91",4,NA
"0.91-0.96",1,NA
"Shannon_Index",2.41699282153453,1.65749014429023
