"Stratum","MQScore_Count","pi","Total","pi_ln_pi","shannon_index"
"0.00-0.05",1,0.00359712230215827,278,-0.0202432414161534,0.162242491290418
"0.05-0.10",4,0.0143884892086331,278,-0.061026284209651,0.162242491290418
"0.10-0.15",1,0.00359712230215827,278,-0.0202432414161534,0.162242491290418
"0.15-0.20",0,0,278,0,0.162242491290418
"0.20-0.25",0,0,278,0,0.162242491290418
"0.25-0.30",1,0.00359712230215827,278,-0.0202432414161534,0.162242491290418
"0.30-0.35",0,0,278,0,0.162242491290418
"0.35-0.40",0,0,278,0,0.162242491290418
"0.40-0.45",0,0,278,0,0.162242491290418
"0.45-0.50",0,0,278,0,0.162242491290418
"0.50-0.55",1,0.00359712230215827,278,-0.0202432414161534,0.162242491290418
"0.55-0.60",0,0,278,0,0.162242491290418
"0.60-0.65",0,0,278,0,0.162242491290418
"0.65-0.70",0,0,278,0,0.162242491290418
"0.70-0.75",0,0,278,0,0.162242491290418
"0.75-0.80",1,0.00359712230215827,278,-0.0202432414161534,0.162242491290418
"0.80-0.85",0,0,278,0,0.162242491290418
"0.85-0.90",0,0,278,0,0.162242491290418
"0.90-0.95",0,0,278,0,0.162242491290418
"0.95-1.00",0,0,278,0,0.162242491290418
