"Stratum","MQScore_Count","pi","Total","pi_ln_pi","shannon_index"
"0.00-0.05",1,0.0048780487804878,205,-0.0259659023372605,0.206643474964713
"0.05-0.10",4,0.0195121951219512,205,-0.0768139632784101,0.206643474964713
"0.10-0.15",1,0.0048780487804878,205,-0.0259659023372605,0.206643474964713
"0.15-0.20",0,0,205,0,0.206643474964713
"0.20-0.25",0,0,205,0,0.206643474964713
"0.25-0.30",1,0.0048780487804878,205,-0.0259659023372605,0.206643474964713
"0.30-0.35",0,0,205,0,0.206643474964713
"0.35-0.40",0,0,205,0,0.206643474964713
"0.40-0.45",0,0,205,0,0.206643474964713
"0.45-0.50",0,0,205,0,0.206643474964713
"0.50-0.55",1,0.0048780487804878,205,-0.0259659023372605,0.206643474964713
"0.55-0.60",0,0,205,0,0.206643474964713
"0.60-0.65",0,0,205,0,0.206643474964713
"0.65-0.70",0,0,205,0,0.206643474964713
"0.70-0.75",0,0,205,0,0.206643474964713
"0.75-0.80",1,0.0048780487804878,205,-0.0259659023372605,0.206643474964713
"0.80-0.85",0,0,205,0,0.206643474964713
"0.85-0.90",0,0,205,0,0.206643474964713
"0.90-0.95",0,0,205,0,0.206643474964713
"0.95-1.00",0,0,205,0,0.206643474964713
