"Stratum","MQScore_Count","pi","Total","pi_ln_pi","shannon_index"
"0.00-0.05",1,0.00628930817610063,159,-0.0318799006428945,0.252043775946557
"0.05-0.10",4,0.0251572327044025,159,-0.092644272732084,0.252043775946557
"0.10-0.15",1,0.00628930817610063,159,-0.0318799006428945,0.252043775946557
"0.15-0.20",0,0,159,0,0.252043775946557
"0.20-0.25",0,0,159,0,0.252043775946557
"0.25-0.30",1,0.00628930817610063,159,-0.0318799006428945,0.252043775946557
"0.30-0.35",0,0,159,0,0.252043775946557
"0.35-0.40",0,0,159,0,0.252043775946557
"0.40-0.45",0,0,159,0,0.252043775946557
"0.45-0.50",0,0,159,0,0.252043775946557
"0.50-0.55",1,0.00628930817610063,159,-0.0318799006428945,0.252043775946557
"0.55-0.60",0,0,159,0,0.252043775946557
"0.60-0.65",0,0,159,0,0.252043775946557
"0.65-0.70",0,0,159,0,0.252043775946557
"0.70-0.75",0,0,159,0,0.252043775946557
"0.75-0.80",1,0.00628930817610063,159,-0.0318799006428945,0.252043775946557
"0.80-0.85",0,0,159,0,0.252043775946557
"0.85-0.90",0,0,159,0,0.252043775946557
"0.90-0.95",0,0,159,0,0.252043775946557
"0.95-1.00",0,0,159,0,0.252043775946557
