"Stratum","MQScore_Count","pi","Total","pi_ln_pi","shannon_index"
"0.00-0.05",1,0.00512820512820513,195,-0.02704102337725,0.214932402987662
"0.05-0.10",4,0.0205128205128205,195,-0.0797272861014124,0.214932402987662
"0.10-0.15",1,0.00512820512820513,195,-0.02704102337725,0.214932402987662
"0.15-0.20",0,0,195,0,0.214932402987662
"0.20-0.25",0,0,195,0,0.214932402987662
"0.25-0.30",1,0.00512820512820513,195,-0.02704102337725,0.214932402987662
"0.30-0.35",0,0,195,0,0.214932402987662
"0.35-0.40",0,0,195,0,0.214932402987662
"0.40-0.45",0,0,195,0,0.214932402987662
"0.45-0.50",0,0,195,0,0.214932402987662
"0.50-0.55",1,0.00512820512820513,195,-0.02704102337725,0.214932402987662
"0.55-0.60",0,0,195,0,0.214932402987662
"0.60-0.65",0,0,195,0,0.214932402987662
"0.65-0.70",0,0,195,0,0.214932402987662
"0.70-0.75",0,0,195,0,0.214932402987662
"0.75-0.80",1,0.00512820512820513,195,-0.02704102337725,0.214932402987662
"0.80-0.85",0,0,195,0,0.214932402987662
"0.85-0.90",0,0,195,0,0.214932402987662
"0.90-0.95",0,0,195,0,0.214932402987662
"0.95-1.00",0,0,195,0,0.214932402987662
