"Stratum","MQScore_Count","pi","Total","pi_ln_pi","shannon_index"
"0.00-0.05",1,0.00341296928327645,293,-0.0193862546382835,0.155550771456225
"0.05-0.10",4,0.0136518771331058,293,-0.0586194982648079,0.155550771456225
"0.10-0.15",1,0.00341296928327645,293,-0.0193862546382835,0.155550771456225
"0.15-0.20",0,0,293,0,0.155550771456225
"0.20-0.25",0,0,293,0,0.155550771456225
"0.25-0.30",1,0.00341296928327645,293,-0.0193862546382835,0.155550771456225
"0.30-0.35",0,0,293,0,0.155550771456225
"0.35-0.40",0,0,293,0,0.155550771456225
"0.40-0.45",0,0,293,0,0.155550771456225
"0.45-0.50",0,0,293,0,0.155550771456225
"0.50-0.55",1,0.00341296928327645,293,-0.0193862546382835,0.155550771456225
"0.55-0.60",0,0,293,0,0.155550771456225
"0.60-0.65",0,0,293,0,0.155550771456225
"0.65-0.70",0,0,293,0,0.155550771456225
"0.70-0.75",0,0,293,0,0.155550771456225
"0.75-0.80",1,0.00341296928327645,293,-0.0193862546382835,0.155550771456225
"0.80-0.85",0,0,293,0,0.155550771456225
"0.85-0.90",0,0,293,0,0.155550771456225
"0.90-0.95",0,0,293,0,0.155550771456225
"0.95-1.00",0,0,293,0,0.155550771456225
