"Stratum","MQScore_Count","Cosine_Score_Count"
"0.01-0.06",0,10
"0.06-0.11",0,8
"0.11-0.16",0,6
"0.16-0.21",0,2
"0.21-0.26",0,11
"0.26-0.31",3,8
"0.31-0.36",1,NA
"0.36-0.41",0,NA
"0.41-0.46",0,NA
"0.46-0.51",0,NA
"0.51-0.56",0,NA
"0.56-0.61",0,NA
"0.61-0.66",0,NA
"0.66-0.71",1,NA
"0.71-0.76",0,NA
"0.76-0.81",1,NA
"0.81-0.86",1,NA
"0.86-0.91",1,NA
"0.91-0.96",0,NA
"Shannon_Index",1.66746193342929,1.69975993923503
