"Stratum","MQScore_Count","Cosine_Score_Count"
"0.01-0.06",9,12
"0.06-0.11",9,14
"0.11-0.16",9,18
"0.16-0.21",5,20
"0.21-0.26",0,38
"0.26-0.31",1,44
"0.31-0.36",2,NA
"0.36-0.41",0,NA
"0.41-0.46",1,NA
"0.46-0.51",0,NA
"0.51-0.56",3,NA
"0.56-0.61",1,NA
"0.61-0.66",0,NA
"0.66-0.71",1,NA
"0.71-0.76",4,NA
"0.76-0.81",7,NA
"0.81-0.86",0,NA
"0.86-0.91",1,NA
"0.91-0.96",0,NA
"Shannon_Index",2.24914223684949,1.6723762279598
