"Stratum","MQScore_Count","Cosine_Score_Count"
"0.01-0.06",14,10
"0.06-0.11",9,17
"0.11-0.16",6,21
"0.16-0.21",3,31
"0.21-0.26",2,46
"0.26-0.31",4,44
"0.31-0.36",1,NA
"0.36-0.41",0,NA
"0.41-0.46",0,NA
"0.46-0.51",0,NA
"0.51-0.56",0,NA
"0.56-0.61",0,NA
"0.61-0.66",1,NA
"0.66-0.71",1,NA
"0.71-0.76",3,NA
"0.76-0.81",5,NA
"0.81-0.86",4,NA
"0.86-0.91",6,NA
"0.91-0.96",2,NA
"Shannon_Index",2.3612878912757,1.67308865314183
