"Stratum","MQScore_Count","Cosine_Score_Count"
"0.01-0.06",29,10
"0.06-0.11",21,10
"0.11-0.16",19,28
"0.16-0.21",4,11
"0.21-0.26",3,7
"0.26-0.31",4,9
"0.31-0.36",1,NA
"0.36-0.41",0,NA
"0.41-0.46",1,NA
"0.46-0.51",0,NA
"0.51-0.56",0,NA
"0.56-0.61",1,NA
"0.61-0.66",0,NA
"0.66-0.71",2,NA
"0.71-0.76",2,NA
"0.76-0.81",2,NA
"0.81-0.86",1,NA
"0.86-0.91",1,NA
"0.91-0.96",2,NA
"Shannon_Index",1.97924185804137,1.66246586840322
