"Stratum","MQScore_Count","Cosine_Score_Count"
"0.01-0.06",11,6
"0.06-0.11",7,8
"0.11-0.16",3,15
"0.16-0.21",6,17
"0.21-0.26",0,40
"0.26-0.31",3,41
"0.31-0.36",0,NA
"0.36-0.41",1,NA
"0.41-0.46",1,NA
"0.46-0.51",1,NA
"0.51-0.56",0,NA
"0.56-0.61",1,NA
"0.61-0.66",0,NA
"0.66-0.71",2,NA
"0.71-0.76",1,NA
"0.76-0.81",3,NA
"0.81-0.86",5,NA
"0.86-0.91",0,NA
"0.91-0.96",0,NA
"Shannon_Index",2.24955648130719,1.56872959107489
