"Stratum","MQScore_Count","Cosine_Score_Count"
"0.01-0.06",17,8
"0.06-0.11",13,11
"0.11-0.16",12,21
"0.16-0.21",4,15
"0.21-0.26",2,12
"0.26-0.31",0,9
"0.31-0.36",1,NA
"0.36-0.41",0,NA
"0.41-0.46",0,NA
"0.46-0.51",0,NA
"0.51-0.56",1,NA
"0.56-0.61",0,NA
"0.61-0.66",3,NA
"0.66-0.71",2,NA
"0.71-0.76",3,NA
"0.76-0.81",2,NA
"0.81-0.86",2,NA
"0.86-0.91",0,NA
"0.91-0.96",2,NA
"Shannon_Index",2.12144290717999,1.73649642533333
