"Sample","Hmsq","Hcos","Nsna","IQ"
"H996-3-Bu.mzXML",1.84688912326104,1.67107228754234,0.081719666015278,3.4362417447881
"H996-3-EA.mzXML",1.79309401341105,1.57085896372085,0.273583229703322,3.09036974742858
"H996-3-Me.mzXML",1.8146441668226,1.5833316787755,0.209628708473974,3.18834713712413
"neg-3-Bu.mzXML",1.97692277866185,1.24904071004295,0.305560490317996,2.9204029983868
"neg-3-EA.mzXML",2.14210202716307,1.50474027601689,0.33753775093267,3.30930455224729
"neg-3-Me.mzXML",1.93982714399017,1.29941199506309,0.472552851305738,2.76668628774753
"P105-3-Bu.mzXML",1.89434246579434,1.68561969880425,0.135015100373068,3.44494706422552
"P105-3-EA.mzXML",2.13700389948434,1.65187696127181,0.277136258660508,3.51174460209564
"P105-3-Me.mzXML",2.09626074990677,1.61189338438108,0.24871202700302,3.45944210728483
"P193-3-Bu.mzXML",2.33319671428625,1.48975031885059,0.10659086871558,3.71635616442126
"P193-3-EA.mzXML",2.02915456281091,1.46147212930402,0.294901403446438,3.1957252886685
"P193-3-Me.mzXML",2.0590443660091,1.56723626217227,0.223840824302718,3.40243980387865
"Q748-3-Bu.mzXML",2.14184750693914,1.19016197658567,0.099484810801208,3.2325246727236
"Q748-3-EA.mzXML",2.1805445727387,1.44387684614823,0.241605969088648,3.38281544979828
"Q748-3-Me.mzXML",1.49417513828931,1.15374194270109,0.103037839758394,2.544879241232
"Q768-3-Bu.mzXML",1.92334964815687,1.1908228084471,0.618227038550364,2.49594541805361
"Q768-3-EA.mzXML",1.716784685944,1.26957866474754,0.362408953632972,2.62395439705857
"Q768-3-Me.mzXML",1.97924185804137,1.66246586840322,0.78166637058092,2.86004135586367
"Q884-3-Bu.mzXML",2.13839724634772,1.62926835951938,0.113696926629952,3.65396867923716
"Q884-3-EA.mzXML",1.863679987341,1.48179517162356,0.049742405400604,3.29573275356396
"Q884-3-Me.mzXML",1.74472788166352,1.69754852340017,0.220287795345532,3.22198860971816
"R107-3-Bu.mzXML",2.53801449078039,1.50740132768643,0.333984721975484,3.71143109649134
"R107-3-EA.mzXML",2.27483235986591,1.44251411193407,0.376621069461716,3.34072540233827
"R107-3-Me.mzXML",2.50957467352082,1.5887418678858,0.401492272162018,3.6968242692446
"R114-3-Bu.mzXML",1.67920433160271,1.50507212262811,0.188310534730858,2.99596591949996
"R114-3-EA.mzXML",1.53439266577375,1.63460927235997,0.238052940131462,2.93094899800226
"R114-3-Me.mzXML",1.88706497086438,1.63779021236371,0.294901403446438,3.22995377978165
"R416-3-Bu.mzXML",2.06448972281058,1.34186590298276,0.849173920767454,2.55718170502589
"R416-3-EA.mzXML",1.77493643118045,1.41532514680067,0.767454254752176,2.42280732322895
"R416-3-Me.mzXML",1.88177534414267,1.45828530510764,0.909575413039616,2.4304852362107
"R425-3-Bu.mzXML",2.04011973130453,1.42836419151639,0.94155267365429,2.52693124916663
"R425-3-EA.mzXML",1.94159388875183,1.34692431346789,0.78166637058092,2.5068518316388
"R425-3-Me.mzXML",2.21033757971613,1.56554096402889,1.0659086871558,2.70996985658922
"R510-3-Bu.mzXML",1.242453324894,0.89787648990749,0.028424231657488,2.111905583144
"R510-3-EA.mzXML",1.2130075659799,1.58593411319266,0.081719666015278,2.71722201315729
"R510-3-Me.mzXML",1.90728399932138,1.11960616714463,0.07106057914372,2.95582958732229
"R551-3-Bu.mzXML",2.31240730915691,1.31899580373534,0.486764967134482,3.14463814575777
"R551-3-EA.mzXML",2.11893008432366,1.43266772658205,0.46189376443418,3.08970404647153
"R551-3-Me.mzXML",2.11283474768226,1.76746658456808,0.582696748978504,3.29760458327183
"R699-3-Bu.mzXML",2.15581612060016,1.67023465580959,0.216734766388346,3.60931601002141
"R699-3-EA.mzXML",2.11384949189619,1.59800049577716,0.23094688221709,3.48090310545626
"R699-3-Me.mzXML",1.87811638135878,1.63301756622423,0.333984721975484,3.17714922560752
"R894-3-Bu.mzXML",2.20710577469921,1.10133140976371,0.298454432403624,3.0099827520593
"R894-3-EA.mzXML",2.14938820959902,1.34136386931572,0.33753775093267,3.15321432798207
"R894-3-Me.mzXML",1.99671445330997,1.68796748736792,0.529401314620714,3.15528062605718
"R909-3-Bu.mzXML",1.05492016798614,1.35178399428965,0.021318173743116,2.38538598853267
"R909-3-EA.mzXML",1.6094379124341,0.500402423538188,NA,2.10984033597229
"R909-3-Me.mzXML",1.58325845942048,1.28687263039802,0.095931781844022,2.77419930797447
"R921-3-Bu.mzXML",2.09205731387171,1.64992926592155,0.238052940131462,3.50393363966181
"R921-3-EA.mzXML",2.09235425418861,1.65280171521728,0.309113519275182,3.4360424501307
"R921-3-Me.mzXML",2.01471523646015,1.63170495375911,0.309113519275182,3.33730667094408
"R942-3-Bu.mzXML",1.83378554682005,1.52567151976335,0.081719666015278,3.27773740056813
"R942-3-EA.mzXML",2.00080061396476,1.20630886599804,0.24871202700302,2.95839745295978
"R942-3-Me.mzXML",1.84386143796137,1.4402347497046,0.170545389944928,3.11355079772104
"S051-3-Bu.mzXML",1.7864625479053,1.65471730870116,0.156333274116184,3.28484658249028
"S051-3-EA.mzXML",2.18754792751334,1.63861733428337,0.241605969088648,3.58455929270806
"S051-3-Me.mzXML",1.81746380200123,1.7430365864755,0.15988630307337,3.40061408540336
"S055-3-Bu.mzXML",1.38629436111989,0.636514168294813,0.081719666015278,1.94108886339943
"S055-3-EA.mzXML",1.72839097638901,1.40389464684,0.216734766388346,2.91555085684066
"S055-3-Me.mzXML",1.22060726455302,0.950270539233235,0.135015100373068,2.03586270341318
"S103-3-Bu.mzXML",1.92739212613927,1.41742549553571,0.202522650559602,3.14229497111538
"S103-3-EA.mzXML",2.0582489363297,1.59749371739864,0.305560490317996,3.35018216341034
"S103-3-Me.mzXML",2.12502864640771,1.54621980991175,0.255818084917392,3.41543037140208
"S143-3-Bu.mzXML",2.53936739988158,1.54768406865503,0.12435601350151,3.9626954550351
"S143-3-EA.mzXML",2.53744177321842,1.68895658719857,0.1776514478593,4.04874691255769
"S143-3-Me.mzXML",2.0542170065194,1.65618116098319,0.145674187244626,3.56472398025796
"S197-3-Bu.mzXML",2.20812469118235,1.3597252675151,0.433469532776692,3.13438042592076
"S197-3-EA.mzXML",2.24333523107835,1.64172231265896,0.3553028957186,3.52975464801871
"S197-3-Me.mzXML",2.13558859475571,1.75411002857737,0.55071948836383,3.33897913496925
"S205-3-Bu.mzXML",2.23556197554263,1.42141557900787,0.46189376443418,3.19508379011631
"S205-3-EA.mzXML",2.24914223684949,1.6723762279598,0.504530111920412,3.41698835288888
"S205-3-Me.mzXML",2.1739762263529,1.71036356268419,0.646651270207852,3.23768851882924
"S237-3-Bu.mzXML",2.12285591579837,1.16492074772797,0.422810445905134,2.86496621762121
"S237-3-EA.mzXML",2.31204974871972,1.23368876791017,0.472552851305738,3.07318566532416
"S237-3-Me.mzXML",1.98298748721419,1.64713756359023,0.540060401492272,3.09006464931215
"S243-3-Bu.mzXML",1.94591014905531,1.71913466869113,0.117249955587138,3.54779486215931
"S243-3-EA.mzXML",2.02470344663951,1.69523338283331,0.191863563688044,3.52807326578478
"S243-3-Me.mzXML",1.85251476198103,1.72333522467216,0.323325635103926,3.25252435154927
"S296-3-Bu.mzXML",2.05822390413117,1.63379508571997,0.074613608100906,3.61740538175023
"S296-3-EA.mzXML",1.88669678465808,1.69201980790846,0.092378752886836,3.48633783967971
"S296-3-Me.mzXML",1.77823330579971,1.28143067577796,0.099484810801208,2.96017917077646
"S299-3-Bu.mzXML",1.27703425946614,1.35797785498732,0.103037839758394,2.53197427469507
"S299-3-EA.mzXML",1.02818385933293,0.735621939758795,0.252265055960206,1.51154074313151
"S299-3-Me.mzXML",1.01140426470735,1.38629436111989,0.12435601350151,2.27334261232573
"S325-3-Bu.mzXML",1.8678801716292,1.5701736227899,0.056848463314976,3.38120533110412
"S325-3-EA.mzXML",1.58902691517397,1.37035136182749,0.05329543435779,2.90608284264367
"S325-3-Me.mzXML",1.96869320850494,1.35893334940196,0.056848463314976,3.27077809459192
"S342-3-Bu.mzXML",1.2130075659799,0.655481773901393,0.060401492272162,1.80808784760913
"S342-3-EA.mzXML",2.00755630743784,1.53582843224111,0.067507550186534,3.47587718949241
"S342-3-Me.mzXML",1.96954033294152,0.987268436711598,0.170545389944928,2.78626337970818
"S416-3-Bu.mzXML",1.9834932100422,1.55336408880041,0.12435601350151,3.4125012853411
"S416-3-EA.mzXML",2.06064408564159,1.50940384601128,0.188310534730858,3.38173739692201
"S416-3-Me.mzXML",2.15347096937085,1.67492877916325,0.252265055960206,3.5761346925739
"S673-3-Bu.mzXML",2.33156511939029,1.69817105281843,1.05524960028424,2.97448657192448
"S673-3-EA.mzXML",1.91599842841501,1.48459609496419,0.934446615739918,2.46614790763929
"S673-3-Me.mzXML",2.1836857317027,1.57474129725839,1.1156510925564,2.64277593640469
"S744-3-Bu.mzXML",2.2632687469694,1.53221427965762,1.01261325279801,2.782869773829
"S744-3-EA.mzXML",2.09807946430476,1.61632218055962,0.792325457452478,2.92207618741191
"S744-3-Me.mzXML",2.06180861799398,1.55271384414321,1.10143897672766,2.51308348540953
"S801-3-Bu.mzXML",1.63263092715435,1.43282580846863,0.095931781844022,2.96952495377896
"S801-3-EA.mzXML",1.6094379124341,1.23926280401187,0.046189376443418,2.80251134000255
"S801-3-Me.mzXML",1.86465208664852,1.53831339961547,0.227393853259904,3.17557163300408
"S820-3-Bu.mzXML",1.6987829895138,1.19655005140951,0.031977260614674,2.86335578030864
"S820-3-EA.mzXML",1.41427906512471,1.36456701232584,0.049742405400604,2.72910367204994
"S820-3-Me.mzXML",1.61705315250955,1.18273855744298,0.067507550186534,2.732284159766
"S848-3-Bu.mzXML",1.42706104338072,0.693147180559945,0.042636347486232,2.07757187645444
"S848-3-EA.mzXML",1.53164106772115,1.17826477418178,0.05329543435779,2.65661040754514
"S848-3-Me.mzXML",1.2130075659799,0.673011667009257,0.031977260614674,1.85404197237449
"S860-3-Bu.mzXML",0.693147180559945,0.693147180559945,NA,1.38629436111989
"S860-3-EA.mzXML",1.38629436111989,1.01140426470735,0.031977260614674,2.36572136521257
"S860-3-Me.mzXML",1.242453324894,1.51245117846645,0.039083318529046,2.7158211848314
"S863-3-Bu.mzXML",1.41848366194566,0.500402423538188,0.138568129330254,1.78031795615359
"S863-3-EA.mzXML",1.90315633235384,1.50801726983576,0.312666548232368,3.09850705395723
"S863-3-Me.mzXML",1.6192093785632,1.33439604687668,0.241605969088648,2.71199945635123
"S960-3-Bu.mzXML",1.98314884277517,1.10787571959499,0.891810268253686,2.19921429411648
"S960-3-EA.mzXML",1.67698098352361,1.18579341087785,0.611120980635992,2.25165341376547
"S960-3-Me.mzXML",1.9301864755636,1.41323484594127,0.966423876354592,2.37699744515028
"S991-3-Bu.mzXML",2.28072463697978,1.50859963500874,0.429916503819506,3.35940776816902
"S991-3-EA.mzXML",2.02845293538525,1.45660441304078,0.419257416947948,3.06579993147808
"S991-3-Me.mzXML",2.2923117502395,1.75471312933328,0.5329543435779,3.51407053599487
"S996-3-Bu.mzXML",1.89044462154892,1.29753862206271,0.358855924675786,2.82912731893584
"S996-3-EA.mzXML",2.13087801455665,1.51034147367982,0.365961982590158,3.27525750564631
"S996-3-Me.mzXML",1.92492736273575,1.661490490569,0.62178006750755,2.96463778579719
"T001-3-Bu.mzXML",2.15215505938326,0.990162248558395,0.03553028957186,3.1067870183698
"T001-3-EA.mzXML",2.08891041022171,1.02956235265918,0.092378752886836,3.02609400999405
"T001-3-Me.mzXML",2.45270814269504,1.55399575023273,0.191863563688044,3.81484032923972
"T003-3-Bu.mzXML",1.67159527802125,1.33217904021012,0.078166637058092,2.92560768117328
"T003-3-EA.mzXML",2.00755630743784,1.19884931291362,0.067507550186534,3.13889807016492
"T003-3-Me.mzXML",1.47168948062506,1.60332418000116,0.145674187244626,2.9293394733816
"T005-3-Bu.mzXML",2.27822935940908,1.45066526905107,0.081719666015278,3.64717496244487
"T005-3-EA.mzXML",2.30258509299405,1.66235956232166,0.206075679516788,3.75886897579892
"T005-3-Me.mzXML",2.32352329834126,1.45153191234429,0.078166637058092,3.69688857362746
"T029-3-Bu.mzXML",1.95602973567401,1.240605870198,0.365961982590158,2.83067362328186
"T029-3-EA.mzXML",2.11288252515033,1.46318363787453,0.376621069461716,3.19944509356315
"T029-3-Me.mzXML",1.78799534261262,1.57248669470333,0.564931604192574,2.79555043312338
"T045-3-Bu.mzXML",1.94073352013821,1.11387056502494,0.39083318529046,2.66377089987269
"T045-3-EA.mzXML",1.90592073909278,1.38527292011969,0.344643808847042,2.94654985036543
"T045-3-Me.mzXML",1.71592763970576,1.63290423366334,0.582696748978504,2.7661351243906
"T084-3-Bu.mzXML",1.66746193342929,1.69975993923503,0.024871202700302,3.34235066996402
"T084-3-EA.mzXML",1.47507631105469,1.63199311940547,0.014212115828744,3.09285731463142
"T084-3-Me.mzXML",1.97224697942344,1.68465593319291,0.046189376443418,3.61071353617293
"T088-3-Bu.mzXML",1.05492016798614,1.59883999188467,0.113696926629952,2.54006323324086
"T088-3-EA.mzXML",1.69574253416963,1.56437010289277,0.223840824302718,3.03627181275969
"T088-3-Me.mzXML",2.13321079719344,1.25492572451293,0.095931781844022,3.29220473986235
"T124-3-Bu.mzXML",2.09859509788606,1.2741724295063,0.031977260614674,3.34079026677769
"T124-3-EA.mzXML",2.28144864276357,1.17043428272358,0.135015100373068,3.31686782511408
"T124-3-Me.mzXML",2.35167330190463,1.63850644450423,0.074613608100906,3.91556613830795
"T131-3-Bu.mzXML",2.44418296450364,1.11289179869491,0.07106057914372,3.48601418405483
"T131-3-EA.mzXML",2.40180548138221,1.00975305648856,0.08882572392965,3.32273281394112
"T131-3-Me.mzXML",2.32201908832348,1.29822528131796,0.145674187244626,3.47457018239681
"T133-3-Bu.mzXML",2.17618566156031,1.23514465153267,0.028424231657488,3.38290608143548
"T133-3-EA.mzXML",1.58325845942048,1.16851840574309,0.085272694972464,2.6665041701911
"T133-3-Me.mzXML",2.08676875496392,1.33459295323724,0.202522650559602,3.21883905764156
"T138-3-Bu.mzXML",2.07969519896993,1.38043144778669,0.397939243204832,3.06218740355179
"T138-3-EA.mzXML",2.19427964803483,1.56183938435202,0.422810445905134,3.33330858648172
"T138-3-Me.mzXML",1.89552541297678,1.66260703656206,0.518742227749156,3.03939022178968
"T148-3-Bu.mzXML",2.20996617132649,1.30402209866042,0.341090779889856,3.17289749009705
"T148-3-EA.mzXML",2.07116004824053,1.34977509500203,0.419257416947948,3.00167772629462
"T148-3-Me.mzXML",2.13040437323891,1.72430758386754,0.529401314620714,3.32531064248573
"T150-3-Bu.mzXML",0,NA,NA,0
"T150-3-EA.mzXML",1.03972077083992,0.636514168294813,0.007106057914372,1.66912888122036
"T150-3-Me.mzXML",1.21488965394912,1.27703425946614,0.085272694972464,2.4066512184428
"T250-3-Bu.mzXML",1.83723647086313,1.45005361061721,0.753242138923432,2.53404794255691
"T250-3-EA.mzXML",2.13808937388286,1.65605646598366,0.561378575235388,3.23276726463113
"T250-3-Me.mzXML",1.92491723943615,1.27779350998702,0.742583052051874,2.46012769737129
"T261-3-Bu.mzXML",1.6094379124341,1.27703425946614,0.042636347486232,2.84383582441401
"T261-3-EA.mzXML",0.693147180559945,0,0.010659086871558,0.682488093688387
"T261-3-Me.mzXML",1.67698777432242,1.37605528526042,0.152780245158998,2.90026281442384
"T403-3-Bu.mzXML",0.693147180559945,0.562335144618808,0.03553028957186,1.21995203560689
"T403-3-EA.mzXML",1.09861228866811,1.01140426470735,0.028424231657488,2.08159232171797
"T403-3-Me.mzXML",1.54030582522652,1.21488965394912,0.07106057914372,2.68413490003192
"T569-3-Bu.mzXML",2.36698334079306,1.44310389223347,0.405045301119204,3.40504193190733
"T569-3-EA.mzXML",2.24492294172386,1.42727325856251,0.383727127376088,3.28846907291028
"T569-3-Me.mzXML",2.12144290717999,1.73649642533333,0.561378575235388,3.29656075727794
"T584-3-Bu.mzXML",1.35220939923383,1.55711309805765,0.149227216201812,2.76009528108966
"T584-3-EA.mzXML",1.0775563270668,1.52295506753132,0.174098418902114,2.426412975696
"T584-3-Me.mzXML",1.19884931291362,1.55711309805765,0.103037839758394,2.65292457121287
"T603-3-Bu.mzXML",2.03597960783494,1.59800666254059,0.188310534730858,3.44567573564468
"T603-3-EA.mzXML",1.82307934003872,1.65885388188278,0.23094688221709,3.25098633970441
"T603-3-Me.mzXML",1.85005255657228,1.65875169669435,0.259371113874578,3.24943313939204
"T609-3-Bu.mzXML",2.15691079882199,1.61240514692566,0.188310534730858,3.58100541101679
"T609-3-EA.mzXML",2.17148570741152,1.47958265128466,0.198969621602416,3.45209873709377
"T609-3-Me.mzXML",2.28588167808655,1.68841225300793,0.262924142831764,3.71136978826272
"T796-3-Bu.mzXML",1.67698777432242,0.916464885539471,0.085272694972464,2.50817996488942
"T796-3-EA.mzXML",1.65655112669665,1.37605528526042,0.156333274116184,2.87627313784089
"T796-3-Me.mzXML",1.71707598019888,1.53672246943722,0.191863563688044,3.06193488594806
"T798-3-Bu.mzXML",1.11874333598575,1.07558242694611,0.31977260614674,1.87455315678512
"T798-3-EA.mzXML",1.2882523050229,1.26096330792981,0.437022561733878,2.11219305121883
"T798-3-Me.mzXML",1.08707537716112,1.32841609231296,0.365961982590158,2.04952948688392
"T799-3-Bu.mzXML",2.06154944277813,1.52080779248882,0.980635992183336,2.60172124308361
"T799-3-EA.mzXML",2.04987968559333,1.44158449807007,0.980635992183336,2.51082819148007
"T799-3-Me.mzXML",1.88944566341667,1.58893559876278,1.18315864274294,2.2952226194365
"T800-3-Bu.mzXML",0.661563238157982,1.13555069716037,0.21318173743116,1.58393219788719
"T800-3-EA.mzXML",1.33166431029301,1.16482137672446,0.365961982590158,2.13052370442732
"T800-3-Me.mzXML",1.43282580846863,1.38901706531911,0.362408953632972,2.45943392015477
"T849-3-Bu.mzXML",1.81698317337931,1.20562823248872,0.181204476816486,2.84140692905154
"T849-3-EA.mzXML",2.19240491659592,1.52254178234669,0.298454432403624,3.41649226653898
"T849-3-Me.mzXML",2.02258547375586,1.63764717485037,0.291348374489252,3.36888427411697
"T850-3-Bu.mzXML",1.52924829303769,1.34747640710193,0.287795345532066,2.58892935460756
"T850-3-EA.mzXML",1.27302833658963,1.26096330792981,0.376621069461716,2.15737057505772
"T850-3-Me.mzXML",1.23368413783377,1.11896001862898,0.3553028957186,1.99734126074415
"T851-3-Bu.mzXML",1.97210373851627,1.56705644243762,0.14212115828744,3.39703902266644
"T851-3-EA.mzXML",2.28772451705306,1.52721052001744,0.181204476816486,3.63373056025401
"T851-3-Me.mzXML",1.95125160371278,1.67959004310514,0.259371113874578,3.37147053294334
"T854-3-EA.mzXML",0.693147180559945,0,0.014212115828744,0.678935064731201
"T854-3-Me.mzXML",1.31078367809971,1.02965301406457,0.103037839758394,2.23739885240589
"T855-3-Bu.mzXML",0,0.636514168294813,0.007106057914372,0.629408110380441
"T855-3-EA.mzXML",1.32966134885476,0.600166073159646,0.024871202700302,1.9049562193141
"T855-3-Me.mzXML",1.55958115625988,1.27703425946614,0.095931781844022,2.74068363388199
"T857-3-Bu.mzXML",1.32088834314932,1.23183088871187,0.1776514478593,2.37506778400189
"T857-3-EA.mzXML",1.27985422583367,1.23183088871187,0.330431693018298,2.18125342152724
"T857-3-Me.mzXML",1.51710639706103,1.34747640710193,0.241605969088648,2.62297683507431
"T859-3-Bu.mzXML",1.27302833658963,1.22786658251046,0.191863563688044,2.30903135541205
"T859-3-EA.mzXML",1.19136951567268,1.35359135213461,0.323325635103926,2.22163523270336
"T859-3-Me.mzXML",1.3180238017106,1.3234730901739,0.333984721975484,2.30751216990902
"X481-3-Bu.mzXML",1.08889997534522,1.58678470752805,0.131462071415882,2.54422261145739
"X481-3-EA.mzXML",1.242453324894,0.867563228481461,0.227393853259904,1.88262270011556
"X481-3-Me.mzXML",1.26347949406503,1.60205591545873,0.19541659264523,2.67011881687853
"X482-3-Bu.mzXML",2.09472904752765,1.58393116157292,0.120802984544324,3.55785722455625
"X482-3-EA.mzXML",1.96338158430996,1.59183413531307,0.252265055960206,3.30295066366282
"X482-3-Me.mzXML",1.94975875852023,1.65799394577497,0.234499911174276,3.37325279312093
"X508-3-Bu.mzXML",1.83642238675416,1.17099712611621,0.081719666015278,2.92569984685509
"X508-3-EA.mzXML",1.67153080177913,1.66746193342929,0.163439332030556,3.17555340317787
"X508-3-Me.mzXML",1.45369910512756,1.75410533099929,0.15988630307337,3.04791813305348
"X814-3-Bu.mzXML",1.49417513828931,1.25276296849537,0.19541659264523,2.55152151413945
"X814-3-EA.mzXML",1.2366848691405,1.51108617607361,0.291348374489252,2.45642267072486
"X814-3-Me.mzXML",1.49856907967701,1.16018624397852,0.298454432403624,2.3603008912519
"X891-3-Bu.mzXML",2.3252499014692,1.51543937791778,0.37306804050453,3.46762123888245
"X891-3-EA.mzXML",2.36669229285039,1.45311556304299,0.305560490317996,3.51424736557539
"X891-3-Me.mzXML",2.50126280630141,1.67780500460226,0.42636347486232,3.75270433604135
"Y011-3-Bu.mzXML",2.26523883158581,1.69817449808106,0.12435601350151,3.83905731616536
"Y011-3-EA.mzXML",2.34227919101381,1.73128617875332,0.238052940131462,3.83551242963567
"Y011-3-Me.mzXML",2.41394655959718,1.6242072778116,0.330431693018298,3.70772214439049
"Y012-3-Bu.mzXML",2.13347850631606,1.61243281485981,0.447681648605436,3.29822967257044
"Y012-3-EA.mzXML",2.03557364039054,1.67301112638901,0.394386214247646,3.31419855253191
"Y012-3-Me.mzXML",2.05140258845444,1.67506972987652,0.611120980635992,3.11535133769497
"Y202-3-Bu.mzXML",1.52429037515682,0.950270539233235,0.273583229703322,2.20097768468674
"Y202-3-EA.mzXML",1.8193215718597,1.33658349575895,0.191863563688044,2.9640415039306
"Y202-3-Me.mzXML",1.53654396161826,1.46813993901621,0.259371113874578,2.74531278675989
"Y230-3-Bu.mzXML",0.693147180559945,1.55678260009308,0.014212115828744,2.23571766482428
"Y230-3-EA.mzXML",1.88487133357816,1.68255066579518,0.021318173743116,3.54610382563022
"Y230-3-Me.mzXML",1.40139264660812,1.37605528526042,0.163439332030556,2.61400859983798
"Y231-3-Bu.mzXML",2.48654500333318,1.51321785288093,0.362408953632972,3.63735390258113
"Y231-3-EA.mzXML",2.24955648130719,1.56872959107489,0.344643808847042,3.47364226353504
"Y231-3-Me.mzXML",2.41699282153453,1.65749014429023,0.458340735476994,3.61614223034776
"Y234-3-Bu.mzXML",1.27900751927456,1.27703425946614,0.241605969088648,2.31443580965205
"Y234-3-EA.mzXML",2.06361480559839,1.58220760099584,0.277136258660508,3.36868614793373
