"Stratum","MQScore_Count","Cosine_Score_Count"
"0.01-0.06",0,6
"0.06-0.11",0,6
"0.11-0.16",0,10
"0.16-0.21",0,9
"0.21-0.26",0,27
"0.26-0.31",0,31
"0.31-0.36",0,NA
"0.36-0.41",0,NA
"0.41-0.46",0,NA
"0.46-0.51",1,NA
"0.51-0.56",1,NA
"0.56-0.61",0,NA
"0.61-0.66",2,NA
"0.66-0.71",2,NA
"0.71-0.76",4,NA
"0.76-0.81",6,NA
"0.81-0.86",0,NA
"0.86-0.91",2,NA
"0.91-0.96",1,NA
"Shannon_Index",1.8678801716292,1.5701736227899
